Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
21373,21,Never,Hetero,Muslim,3,6,5,7,7,2,4,4,2,3,3
21374,19,Never,New Types,Muslim,1,6,7,6,1,2,1,4,3,4,3
21375,25,Never,Homo,Muslim,1,2,5,5,7,5,3,2,1,1,1
21376,22,Never,New Types,Muslim,6,5,4,1,6,4,3,3,2,2,4
21377,16,Never,Asexual,Muslim,7,6,7,1,7,7,1,4,4,2,4
21378,19,Never,Hetero,Muslim,5,6,7,7,7,5,5,4,3,2,3
21379,26,Never,Bi,Muslim,2,3,7,6,6,1,2,4,2,3,4
21380,18,Never,New Types,Muslim,5,6,1,7,7,1,5,2,1,3,1
21381,20,Never,Hetero,Muslim,4,6,1,4,7,2,6,1,1,2,2
21382,24,Never,New Types,Muslim,3,4,5,2,5,3,5,2,1,1,1
21383,22,Never,Hetero,Muslim,5,5,6,3,6,6,5,3,3,4,3
21384,1998,Never,Asexual,Muslim,1,1,6,7,1,1,1,2,1,2,2
21385,16,Never,Bi,Muslim,3,2,7,5,3,6,1,3,3,3,4
21386,24,Married,Hetero,Muslim,1,1,7,7,4,7,4,4,3,3,2
21387,21,Never,Bi,Muslim,3,7,2,4,3,3,5,4,2,1,3
21388,19,Never,Hetero,Muslim,1,5,7,7,5,7,3,4,2,2,4
21389,30,Never,Hetero,Muslim,1,6,5,7,6,3,5,2,3,1,2
21390,18,Never,Hetero,Muslim,2,2,1,7,2,2,2,4,2,3,3
21391,26,Never,New Types,Muslim,6,4,6,6,7,5,4,2,2,2,2
21392,27,Married,Hetero,Muslim,6,6,3,1,7,4,5,2,1,1,2
21393,22,Never,Hetero,Muslim,2,2,5,2,6,7,3,1,1,2,2
21394,24,Never,Hetero,Christian Other,4,5,6,4,5,4,3,1,2,2,2
21395,24,Never,Homo,Muslim,5,7,7,7,7,7,4,4,4,2,4
21396,16,Never,New Types,Muslim,4,5,7,6,7,1,1,4,3,4,4
21397,21,Never,Asexual,Muslim,4,5,5,6,6,5,3,3,1,2,3
21398,25,Never,Hetero,Muslim,5,3,3,7,5,3,6,2,1,2,4
21399,20,Never,New Types,Muslim,5,1,7,3,7,6,6,3,3,2,3
21400,22,Never,Hetero,Muslim,5,6,6,6,4,3,5,3,2,4,4
21401,21,Never,Hetero,Muslim,4,1,5,5,4,2,4,2,2,2,2
21402,21,Never,New Types,Muslim,6,5,7,3,5,3,2,3,2,3,2
21403,25,Never,Hetero,Muslim,3,5,5,5,4,3,3,3,3,3,4
21404,25,Never,Asexual,Muslim,5,6,6,2,6,5,3,3,2,3,2
21405,20,Never,New Types,Muslim,6,4,7,4,5,3,1,4,4,4,3
21406,25,Never,Bi,Muslim,5,5,6,1,5,5,3,3,2,3,4
21407,25,Never,New Types,Muslim,1,1,7,7,7,2,3,3,4,1,4
21408,21,Never,Hetero,Muslim,4,5,7,4,6,5,4,2,2,3,3
21409,24,Never,Hetero,Muslim,3,6,6,7,6,3,2,1,3,2,4
21410,21,Never,New Types,Muslim,4,6,7,6,5,4,4,4,3,3,4
21411,23,Never,Hetero,Muslim,4,4,5,3,6,5,4,3,2,4,4
21412,23,Never,Bi,Muslim,5,6,6,2,6,4,5,2,1,2,2
21413,22,Never,Hetero,Muslim,5,4,6,6,4,5,3,4,2,2,3
21414,21,Never,Bi,Muslim,4,5,5,7,7,6,6,2,2,2,2
21415,41,Married,Hetero,Protestant,3,6,5,3,6,1,5,2,2,2,1
21416,23,Never,Asexual,Muslim,6,7,4,5,6,1,6,2,1,1,1
21417,22,Never,New Types,Muslim,4,6,2,2,5,5,6,1,2,2,2
21418,27,Never,Hetero,Muslim,4,3,4,4,6,5,4,3,3,1,2
21419,24,Never,Hetero,Agnostic,3,6,7,6,5,2,1,4,3,4,3
21420,17,Never,New Types,Muslim,1,2,7,7,7,7,1,4,4,4,4
21421,23,Never,New Types,Muslim,5,6,7,5,7,2,3,4,3,4,4
21422,21,Never,Hetero,Muslim,4,3,7,7,7,7,3,4,2,4,3
21423,16,Never,Bi,Atheist,1,6,7,7,7,7,2,4,4,4,4
21424,16,Never,Hetero,Muslim,2,7,7,6,6,5,2,3,2,3,3
21425,22,Never,Hetero,Muslim,4,6,2,6,2,7,4,2,2,1,3
21426,15,Never,New Types,Muslim,1,6,7,7,6,7,4,4,4,3,4
21427,20,Never,Hetero,Muslim,5,7,1,4,5,2,7,1,1,1,1
21428,20,Never,New Types,Muslim,1,4,6,6,6,6,5,2,2,2,2
21429,28,Never,Hetero,Muslim,3,5,5,6,5,3,3,2,1,2,2
21430,23,Never,Hetero,Agnostic,2,7,5,6,5,2,5,2,3,4,3
21431,20,Never,Hetero,Muslim,6,5,6,6,4,6,3,2,1,2,4
21432,27,Never,Homo,Christian,1,5,7,7,5,3,3,2,1,2,3
21433,20,Never,Homo,Muslim,3,5,6,5,4,3,5,3,2,2,2
21434,21,Never,Bi,Muslim,3,4,7,5,6,7,2,2,3,2,4
21435,15,Second,New Types,Muslim,4,6,3,7,6,3,5,1,2,1,4
21436,18,Never,Hetero,Muslim,4,6,7,3,4,4,2,3,2,2,4
21437,24,Never,Hetero,Muslim,1,1,6,7,5,3,2,3,2,3,4
21438,21,Never,Hetero,Other,5,2,5,5,6,7,2,2,2,4,2
21439,23,Never,New Types,Muslim,2,4,4,4,5,5,4,3,2,2,3
21440,23,Never,Hetero,Muslim,3,3,7,5,7,3,2,4,4,4,4
21441,24,Never,Hetero,Muslim,6,6,7,2,6,6,5,4,4,3,4
21442,35,Married,Bi,Muslim,6,6,1,6,6,1,7,1,1,1,2
21443,25,Never,Hetero,Muslim,6,7,5,5,5,2,5,1,1,2,1
21444,26,Never,Hetero,Muslim,7,5,7,5,5,6,5,3,3,2,4
21445,18,Never,Hetero,Muslim,5,7,7,1,6,2,2,4,4,2,4
21446,18,Never,Hetero,Muslim,1,5,7,7,6,5,2,4,3,4,4
21447,19,Never,Bi,Agnostic,6,6,5,2,5,2,3,2,4,4,3
21448,25,Never,Hetero,Agnostic,5,4,5,4,4,6,4,3,2,2,2
21449,23,Never,Asexual,Muslim,7,6,7,1,6,1,2,4,4,4,4
21450,25,Never,Hetero,Agnostic,6,3,5,4,4,6,4,2,2,2,3
21451,20,Never,New Types,Muslim,2,5,6,6,4,6,1,2,4,2,4
21452,21,Never,Hetero,Muslim,3,6,7,5,7,1,2,2,3,2,3
21453,17,Never,Hetero,Muslim,6,5,4,5,3,5,5,2,1,1,2
21454,21,Second,New Types,Muslim,6,5,4,5,3,2,4,1,4,2,1
21455,23,Never,Hetero,Muslim,5,3,5,7,6,5,3,3,2,3,4
21456,20,Never,New Types,Muslim,4,5,6,6,7,5,4,3,2,1,4
21457,22,Never,Hetero,Muslim,5,7,5,6,6,5,6,2,1,1,2
21458,23,Never,Hetero,Muslim,5,7,7,7,7,1,7,4,1,2,4
21459,21,Never,New Types,Muslim,5,4,6,6,7,5,4,4,2,3,4
21460,23,Never,Hetero,Muslim,4,4,7,6,6,5,2,3,3,3,3
21461,19,Never,Asexual,Muslim,4,6,2,5,4,4,6,2,4,3,3
21462,21,Never,Hetero,Muslim,3,4,5,6,5,5,5,1,2,1,3
21463,31,Married,New Types,Muslim,1,5,5,1,1,1,1,4,3,3,4
21464,22,Never,Hetero,Muslim,2,3,7,5,6,3,2,3,3,2,3
21465,25,Never,Asexual,Muslim,1,5,6,3,5,6,6,2,2,2,2
21466,31,Married,New Types,Muslim,3,7,5,1,7,6,5,1,2,2,2
21467,22,Never,Hetero,Muslim,6,6,5,1,6,4,4,1,1,1,1
21468,22,Never,Hetero,Muslim,5,5,6,5,7,1,2,2,3,3,4
21469,20,Never,New Types,Muslim,7,2,6,1,6,7,4,3,1,2,2
21470,47,Previously,Hetero,Muslim,6,7,3,1,6,5,6,2,2,2,2
21471,23,Never,Hetero,Christian,6,6,6,7,7,5,5,2,1,3,2
21472,25,Never,New Types,Muslim,5,7,7,4,7,1,2,4,4,4,4
21473,15,Never,Bi,Muslim,3,4,7,1,6,7,1,2,2,4,4
21474,21,Never,Hetero,Muslim,5,4,4,3,4,4,3,2,2,2,4
21475,22,Never,Asexual,Muslim,4,6,6,7,6,3,4,4,1,2,4
21476,20,Never,New Types,Muslim,5,7,7,7,7,5,2,4,2,3,3
21477,25,Never,Hetero,Muslim,4,5,7,7,5,5,1,3,2,4,3
21478,25,Never,Hetero,Muslim,2,3,6,7,4,2,5,2,2,3,3
21479,26,Never,Hetero,Muslim,5,6,2,6,6,1,6,1,1,1,1
21480,18,Never,Hetero,Muslim,2,3,2,7,4,3,6,1,1,1,1
21481,20,Never,Asexual,Muslim,2,6,6,7,5,5,4,2,2,2,3
21482,21,Never,Asexual,Muslim,4,6,1,2,7,3,7,1,1,1,1
21483,20,Never,Hetero,Muslim,4,7,4,7,7,1,7,3,1,1,2
21484,18,Never,Hetero,Muslim,1,5,6,6,6,4,4,3,2,2,3
21485,21,Never,New Types,Muslim,6,6,2,3,5,5,6,2,2,2,2
21486,18,Never,Hetero,Muslim,2,5,6,7,7,2,4,2,1,1,2
21487,19,Never,Hetero,Muslim,1,6,5,5,7,4,6,2,1,1,1
21488,24,Never,Hetero,Muslim,5,6,7,4,5,6,3,2,2,2,3
21489,23,Never,Hetero,Muslim,1,6,5,5,5,4,4,2,2,2,2
21490,22,Never,Bi,Muslim,5,2,7,2,4,6,2,4,2,2,4
21491,19,Never,Hetero,Muslim,3,2,5,5,4,6,3,4,2,3,4
21492,19,Never,Hetero,Muslim,4,7,5,7,6,4,4,3,3,4,3
21493,16,Never,New Types,Atheist,2,4,5,6,7,4,5,3,1,1,2
21494,26,Never,New Types,Muslim,7,7,5,1,5,1,7,1,1,1,1
21495,25,Never,Hetero,Muslim,3,4,5,6,7,5,3,3,3,3,3
21496,25,Never,Hetero,Muslim,3,6,5,3,5,3,3,3,4,3,3
21497,20,Married,New Types,Muslim,4,6,1,1,7,3,6,2,1,3,2
21498,32,Never,Hetero,Christian Other,5,6,5,6,6,5,4,1,1,1,1
21499,18,Never,Hetero,Muslim,5,6,3,5,1,5,5,2,1,1,2
21500,26,Married,Hetero,Muslim,3,6,5,3,5,7,3,2,1,2,1
21501,21,Never,New Types,Muslim,4,3,6,6,6,6,5,3,2,2,4
21502,24,Never,Hetero,Muslim,6,7,6,5,6,2,4,3,2,3,3
21503,26,Never,Hetero,Muslim,1,5,6,7,5,5,3,3,3,2,3
21504,21,Never,New Types,Muslim,5,5,7,7,4,4,5,2,2,2,2
21505,25,Never,Hetero,Muslim,3,1,5,3,2,7,5,3,2,3,2
21506,20,Never,Hetero,Muslim,1,2,7,7,7,7,1,3,2,4,3
21507,27,Never,Asexual,Muslim,7,5,3,7,7,2,3,1,1,2,1
21508,16,Never,New Types,Muslim,4,5,6,4,7,7,4,4,2,2,3
21509,23,Never,Hetero,Muslim,3,4,7,1,6,5,6,3,2,2,4
21510,19,Never,Hetero,Muslim,2,4,6,7,6,6,5,4,2,1,3
21511,25,Never,Hetero,Muslim,4,5,6,2,5,4,4,3,3,2,3
21512,22,Never,Bi,Muslim,6,6,3,3,6,2,7,2,4,1,1
21513,17,Never,Hetero,Muslim,6,6,5,3,6,5,5,2,2,2,1
21514,19,Never,Hetero,Muslim,6,6,7,5,7,3,2,3,1,2,2
21515,25,Never,Hetero,Muslim,5,6,3,2,6,4,2,3,2,3,3
21516,18,Never,Hetero,Muslim,7,6,1,2,7,5,6,1,1,1,1
21517,19,Never,New Types,Muslim,5,5,4,4,4,5,6,2,1,3,3
21518,22,Never,Hetero,Muslim,6,6,2,3,7,5,6,1,1,1,1
21519,22,Never,Hetero,Muslim,6,4,6,2,5,6,4,1,1,1,1
21520,21,Never,Hetero,Muslim,1,6,7,5,6,6,3,4,2,2,3
21521,41,Married,Hetero,Muslim,6,3,5,6,5,6,3,3,3,1,3
21522,25,Never,Hetero,Muslim,5,7,4,6,6,5,5,2,1,2,2
21523,18,Never,New Types,Muslim,3,5,6,5,6,3,4,4,2,2,3
21524,20,Never,Hetero,Muslim,4,5,4,5,5,5,5,3,1,2,2
21525,26,Married,Asexual,Muslim,1,3,7,1,7,1,3,3,2,2,1
21526,20,Never,New Types,Muslim,5,3,7,6,5,6,2,4,2,2,3
21527,23,Never,Hetero,Muslim,3,6,5,7,6,4,4,3,3,3,3
21528,22,Never,Hetero,Muslim,1,6,4,7,7,4,4,2,1,1,3
21529,25,Never,New Types,Christian,3,2,5,3,4,4,3,2,2,2,2
21530,17,Never,Hetero,Muslim,5,6,3,6,6,2,7,2,2,1,2
21531,22,Never,Hetero,Muslim,2,6,6,5,4,2,6,3,3,2,3
21532,18,Never,New Types,Muslim,6,6,7,7,7,6,4,4,4,4,4
21533,20,Never,Hetero,Christian Other,3,6,7,4,6,4,5,2,2,2,3
21534,32,Never,New Types,Muslim,1,5,5,6,3,3,3,3,3,1,4
21535,15,Never,Bi,Muslim,7,7,1,5,6,2,7,1,1,2,2
21536,18,Never,New Types,Muslim,5,6,5,4,5,2,4,3,2,1,1
21537,17,Never,Hetero,Muslim,6,6,7,4,7,5,2,4,2,4,4
21538,28,Married,Homo,Muslim,5,5,6,6,6,7,3,2,3,3,3
21539,25,Never,Hetero,Muslim,5,5,7,5,6,3,3,4,2,4,3
21540,26,Never,New Types,Muslim,6,4,5,5,5,4,6,1,1,1,1
21541,20,Never,Hetero,Muslim,1,5,6,7,6,1,5,4,3,3,4
21542,19,Never,Hetero,Muslim,5,6,5,5,6,1,5,2,1,1,1
21543,25,Second,Hetero,Muslim,6,6,6,4,6,5,3,3,3,3,3
21544,24,Never,New Types,Muslim,4,6,6,7,4,7,5,2,2,2,2
21545,25,Married,Homo,Muslim,5,3,7,7,6,5,2,4,3,4,4
21546,32,Never,Hetero,Muslim,5,7,6,6,6,6,3,2,2,3,2
21547,19,Never,Hetero,Muslim,6,7,7,5,7,1,2,4,4,3,4
21548,21,Never,New Types,Muslim,3,6,7,6,6,5,2,2,1,2,2
21549,24,Never,Hetero,Muslim,3,7,3,7,6,5,6,2,2,3,3
21550,23,Never,Hetero,Muslim,1,5,7,6,7,5,5,4,4,3,4
21551,19,Never,Hetero,Muslim,6,7,7,7,7,1,4,3,2,1,4
21552,20,Never,Hetero,Muslim,6,6,7,5,6,6,3,2,2,2,3
21553,23,Never,Bi,Muslim,7,5,7,7,7,7,4,4,4,4,4
21554,20,Never,Hetero,Muslim,5,5,4,5,5,6,4,2,2,1,1
21555,23,Never,Hetero,Muslim,4,6,6,6,5,5,4,3,4,3,3
21556,23,Never,Hetero,Muslim,5,5,7,4,2,5,1,4,4,4,4
21557,21,Never,Hetero,Muslim,4,3,7,6,4,7,4,3,4,3,4
21558,20,Never,Hetero,Muslim,3,5,7,7,5,5,3,2,2,1,3
21559,18,Never,New Types,Muslim,2,5,6,7,7,5,5,3,1,2,4
21560,16,Never,Hetero,Muslim,2,3,2,6,5,5,7,2,1,1,1
21561,21,Never,Hetero,Muslim,7,4,5,1,7,5,6,2,1,1,1
21562,25,Never,Bi,Muslim,5,6,7,5,5,4,1,4,4,4,4
21563,18,Never,Asexual,Muslim,7,5,6,3,4,5,7,2,2,2,1
21564,27,Never,Hetero,Muslim,5,4,1,5,6,4,6,1,2,1,2
21565,20,Never,Hetero,Muslim,6,7,7,5,7,3,3,3,3,4,3
21566,28,Never,Hetero,Christian,2,7,2,6,6,1,6,2,1,2,1
21567,23,Never,Hetero,Muslim,4,5,5,6,6,4,4,2,1,3,4
21568,22,Never,Hetero,Muslim,6,3,4,4,6,4,4,2,1,1,1
21569,16,Never,Homo,Muslim,3,6,6,6,5,5,3,1,2,2,2
21570,20,Never,Hetero,Muslim,5,7,7,5,7,2,1,2,3,3,4
21571,18,Never,Hetero,Muslim,2,3,7,5,6,6,2,4,4,4,3
21572,23,Never,Hetero,Muslim,3,5,7,7,7,5,3,4,4,2,4
21573,18,Never,Hetero,Muslim,6,6,6,5,5,6,5,2,1,1,2
21574,24,Previously,Hetero,Muslim,6,6,4,4,6,3,6,4,2,2,4
21575,22,Never,Hetero,Muslim,5,6,6,4,7,5,5,4,1,2,2
21576,25,Never,Hetero,Muslim,2,6,7,5,4,4,5,3,2,2,3
21577,17,Never,Hetero,Muslim,4,5,5,3,5,6,5,3,1,2,2
21578,25,Never,Hetero,Muslim,1,6,5,7,4,2,2,4,3,3,1
21579,19,Never,Hetero,Muslim,1,3,6,6,6,4,2,4,3,4,4
21580,21,Never,Asexual,Muslim,6,7,6,7,5,5,3,3,3,3,2
21581,29,Married,Hetero,Muslim,4,6,4,6,6,1,6,2,1,1,2
21582,20,Never,New Types,Muslim,5,6,7,7,7,5,3,4,1,1,4
21583,17,Never,Hetero,Muslim,3,5,5,4,7,4,2,3,1,2,2
21584,17,Never,Hetero,Agnostic,6,5,1,2,6,1,7,1,1,1,1
21585,23,Never,New Types,Muslim,4,6,5,4,5,4,6,1,2,1,1
21586,19,Never,Homo,Muslim,6,5,7,3,7,7,2,2,1,1,2
21587,16,Never,Homo,Muslim,3,1,6,1,5,7,1,4,2,3,2
21588,22,Never,Hetero,Muslim,6,7,5,2,7,5,6,1,1,1,1
21589,40,Never,Hetero,Christian,7,7,7,6,7,7,7,4,2,4,1
21590,31,Married,Hetero,Muslim,4,6,7,4,7,1,2,2,1,1,2
21591,20,Never,Hetero,Muslim,2,3,3,2,3,3,2,4,3,1,4
21592,25,Never,Hetero,Atheist,4,4,3,4,3,2,4,2,1,2,1
21593,23,Never,Hetero,Muslim,6,7,1,2,1,2,7,2,1,1,1
21594,27,Never,Hetero,Muslim,5,6,7,7,7,3,4,4,4,3,4
21595,23,Never,Hetero,Muslim,2,6,6,5,6,6,4,3,2,2,3
21596,15,Never,New Types,Muslim,4,1,6,5,5,7,4,2,2,2,4
21597,20,Never,Bi,Muslim,6,7,2,3,5,2,6,3,1,2,2
21598,20,Second,New Types,Muslim,5,6,3,4,6,3,5,2,1,1,2
21599,21,Never,Hetero,Muslim,5,5,4,7,6,6,3,3,2,2,3
21600,17,Never,Hetero,Muslim,5,5,5,6,7,4,5,2,1,2,1
21601,18,Never,New Types,Muslim,2,4,6,5,6,4,3,4,2,2,2
21602,19,Never,Hetero,Muslim,3,4,5,7,6,2,4,2,1,2,2
21603,22,Never,Hetero,Muslim,6,6,7,7,6,5,2,3,4,4,4
21604,25,Never,New Types,Muslim,4,7,5,3,5,2,4,1,2,1,2
21605,22,Never,Bi,Christian,3,5,7,7,5,3,4,4,2,3,3
21606,22,Never,Hetero,Muslim,2,4,6,7,5,4,5,4,2,1,2
21607,24,Never,Hetero,Muslim,5,6,7,4,4,5,1,4,4,4,2
21608,19,Never,New Types,Muslim,4,4,7,5,5,5,3,3,4,4,4
21609,29,Never,Hetero,Muslim,7,7,5,2,2,2,5,2,1,1,2
21610,20,Never,Hetero,Muslim,2,1,6,5,3,1,3,2,2,2,2
21611,19,Never,Homo,Muslim,3,4,6,7,7,5,5,3,2,2,4
21612,18,Never,Homo,Muslim,6,6,5,3,3,3,6,2,3,2,3
21613,22,Never,New Types,Muslim,1,4,3,2,6,6,2,1,1,1,3
21614,22,Never,Hetero,Muslim,5,5,5,1,3,3,4,3,2,4,4
21615,23,Never,Hetero,Muslim,4,3,6,5,4,2,3,2,1,2,3
21616,24,Never,Hetero,Agnostic,6,2,4,5,7,5,3,1,1,1,2
21617,21,Never,Asexual,Muslim,5,1,7,4,1,1,3,2,4,1,2
21618,18,Never,New Types,Muslim,6,5,6,5,6,5,6,2,2,2,2
21619,18,Never,Asexual,Muslim,3,5,5,1,1,5,6,2,1,1,4
21620,20,Never,Hetero,Muslim,3,6,7,5,5,4,5,4,4,2,4
21621,22,Never,Hetero,Muslim,5,4,6,5,6,5,3,4,2,3,3
21622,23,Never,Asexual,Muslim,4,3,5,4,5,5,4,1,1,2,2
21623,24,Never,Hetero,Muslim,3,6,4,6,6,3,7,2,3,2,3
21624,23,Never,Hetero,Muslim,6,5,5,5,5,5,5,3,2,2,3
21625,18,Never,Hetero,Muslim,5,4,6,6,5,7,2,4,2,2,4
21626,21,Never,Hetero,Muslim,5,5,4,5,6,5,4,2,2,2,1
21627,18,Never,Hetero,Muslim,6,7,7,3,5,5,3,2,2,1,4
21628,20,Never,Hetero,Muslim,2,4,6,6,5,1,4,2,1,2,3
21629,17,Never,Hetero,Muslim,6,5,5,4,7,4,4,3,1,2,2
21630,20,Never,New Types,Muslim,1,6,5,6,6,5,5,2,2,2,3
21631,19,Never,Hetero,Muslim,5,6,5,5,4,5,5,2,1,2,2
21632,17,Never,Hetero,Muslim,5,6,7,7,7,6,6,4,1,3,2
21633,23,Never,Hetero,Muslim,4,3,6,4,5,4,4,2,1,1,2
21634,19,Never,Hetero,Muslim,6,3,6,5,6,6,3,3,2,3,4
21635,17,Never,Hetero,Muslim,5,6,6,6,6,7,2,3,2,3,3
21636,21,Never,Hetero,Muslim,5,5,7,7,4,5,3,4,2,1,3
21637,19,Never,New Types,Muslim,7,7,7,7,7,7,7,4,4,1,4
21638,23,Never,Hetero,Muslim,4,6,4,4,4,1,6,1,1,1,1
21639,14,Never,Homo,Muslim,6,5,7,3,6,7,2,4,4,3,4
21640,24,Married,Asexual,Muslim,7,7,5,3,7,4,4,2,1,2,1
21641,15,Never,Bi,Muslim,5,6,7,5,7,3,6,3,3,1,3
21642,25,Married,Asexual,Muslim,4,6,2,6,6,1,6,2,1,1,1
21643,19,Never,Hetero,Muslim,5,6,4,5,4,1,5,2,1,1,2
21644,19,Never,Hetero,Muslim,1,1,5,1,5,1,4,3,3,3,3
21645,19,Never,New Types,Muslim,5,5,7,1,7,4,4,2,1,4,2
21646,20,Never,Hetero,Muslim,3,4,5,5,6,1,5,2,1,2,2
21647,20,Never,Hetero,Muslim,4,7,6,4,5,3,3,3,1,2,2
21648,22,Never,Hetero,Muslim,6,5,5,3,5,4,4,2,1,3,1
21649,14,Never,New Types,Muslim,1,1,1,1,1,1,1,4,3,4,4
21650,18,Never,New Types,Muslim,7,7,7,1,7,4,5,4,1,2,4
21651,25,Never,Bi,Muslim,4,4,7,6,3,5,1,4,4,4,4
21652,15,Never,New Types,Muslim,5,3,7,5,7,7,7,3,2,4,4
21653,19,Never,New Types,Muslim,4,5,5,5,5,7,4,2,1,2,2
21654,19,Never,Hetero,Muslim,5,6,2,3,2,1,5,1,2,1,1
21655,19,Never,New Types,Muslim,5,4,5,7,4,4,2,4,3,3,3
21656,19,Never,Hetero,Muslim,7,7,5,1,6,5,5,2,1,1,1
21657,22,Never,New Types,Atheist,3,6,6,2,7,2,4,3,2,4,4
21658,21,Never,Hetero,Muslim,2,5,7,6,6,6,1,4,3,4,4
21659,18,Never,New Types,Muslim,4,5,7,5,4,5,4,3,3,3,4
21660,21,Never,Hetero,Muslim,3,4,6,6,6,1,5,3,3,2,2
21661,15,Never,New Types,Christian Other,4,6,7,1,5,6,3,3,4,3,3
21662,17,Never,Hetero,Agnostic,3,7,5,6,4,6,3,2,2,3,2
21663,20,Never,New Types,Muslim,6,4,5,7,6,4,4,2,1,2,2
21664,19,Never,Hetero,Muslim,5,5,7,5,7,5,4,2,3,1,2
21665,22,Never,New Types,Muslim,4,1,7,6,7,5,2,3,4,4,4
21666,25,Never,New Types,Muslim,3,5,5,6,1,4,6,2,2,1,2
21667,20,Never,New Types,Muslim,4,7,6,1,5,6,6,2,1,2,3
21668,19,Never,New Types,Muslim,7,3,5,3,5,5,4,1,1,1,2
21669,19,Never,New Types,Muslim,2,5,7,7,6,7,1,4,4,1,4
21670,14,Never,New Types,Muslim,7,6,6,7,6,7,7,4,4,4,3
21671,19,Never,Hetero,Muslim,1,6,4,7,6,5,5,2,1,2,1
21672,19,Never,New Types,Muslim,1,7,6,1,3,3,6,1,1,1,2
21673,18,Never,Hetero,Muslim,5,3,5,3,5,5,2,4,1,2,3
21674,24,Never,New Types,Muslim,3,2,7,7,7,7,3,4,2,2,4
21675,19,Never,New Types,Muslim,5,6,5,4,5,5,3,2,2,1,2
21676,22,Never,Hetero,Muslim,5,7,6,4,6,7,4,4,3,2,2
21677,19,Never,Bi,Muslim,3,5,6,6,7,3,3,3,2,2,2
21678,23,Never,Hetero,Muslim,4,5,4,4,5,4,6,2,2,2,2
21679,25,Married,Hetero,Muslim,5,6,6,5,6,2,2,2,2,3,2
21680,36,Never,Hetero,Agnostic,2,4,5,6,5,6,3,1,2,2,2
21681,15,Never,New Types,Muslim,2,1,1,1,2,3,2,4,4,4,4
21682,23,Never,Hetero,Muslim,3,5,4,7,5,2,4,2,1,1,2
21683,19,Never,Homo,Muslim,4,6,7,5,6,2,2,1,4,1,3
21684,16,Never,Bi,Muslim,4,3,7,4,5,6,1,4,4,3,4
21685,24,Never,New Types,Muslim,5,4,3,5,6,1,5,2,1,2,2
21686,19,Never,New Types,Muslim,1,1,1,1,1,1,1,2,1,3,3
21687,17,Never,New Types,Muslim,5,7,4,6,6,3,6,3,1,2,4
21688,22,Never,Hetero,Muslim,4,3,3,7,7,3,4,2,1,1,2
21689,19,Never,Hetero,Muslim,5,5,5,3,6,6,2,3,3,1,3
21690,15,Never,New Types,Muslim,4,2,7,7,6,7,4,4,4,4,4
21691,17,Never,Homo,Muslim,1,1,1,1,1,1,1,2,1,1,2
21692,20,Married,New Types,Muslim,6,6,4,5,5,2,6,1,1,1,1
21693,17,Never,Bi,Muslim,5,7,6,5,7,1,3,4,1,4,2
21694,17,Never,Homo,Muslim,4,4,6,3,4,7,7,3,2,2,2
21695,22,Never,Asexual,Muslim,5,6,6,6,6,5,3,2,2,1,2
21696,22,Never,Bi,Muslim,5,7,5,6,6,2,4,2,1,4,3
21697,20,Never,New Types,Muslim,6,6,7,7,7,6,4,4,2,4,4
21698,22,Never,Bi,Muslim,2,4,6,4,3,7,3,3,2,3,3
21699,19,Never,New Types,Muslim,1,7,7,7,7,1,1,2,1,2,1
21700,23,Never,Hetero,Muslim,4,4,4,4,4,6,4,1,1,2,2
21701,18,Never,Hetero,Muslim,4,6,4,6,5,6,4,2,1,1,1
21702,22,Never,Hetero,Muslim,6,2,7,5,3,7,1,4,2,2,4
21703,23,Never,New Types,Muslim,3,6,5,5,6,6,6,3,3,2,2
21704,20,Never,Asexual,Muslim,6,4,1,1,5,4,4,1,1,1,1
21705,25,Never,New Types,Muslim,4,1,7,7,5,7,2,4,4,4,3
21706,17,Never,Bi,Buddhist,5,7,7,6,7,6,4,4,3,3,3
21707,28,Never,Homo,Muslim,6,2,7,5,4,7,1,4,3,4,4
21708,28,Married,Hetero,Muslim,1,2,7,4,5,7,1,3,4,3,4
21709,20,Never,Hetero,Muslim,2,5,6,6,5,5,3,2,2,4,2
21710,19,Never,Hetero,Muslim,6,5,7,5,5,5,4,3,2,2,3
21711,17,Never,Hetero,Muslim,5,7,7,4,5,2,4,1,2,2,2
21712,19,Never,Bi,Muslim,5,6,6,5,4,1,3,4,2,3,2
21713,17,Never,Hetero,Muslim,5,4,6,3,4,5,2,4,4,3,4
21714,27,Never,Hetero,Muslim,1,3,3,7,7,7,5,3,4,3,4
21715,24,Never,New Types,Agnostic,1,1,5,5,3,3,4,3,3,2,3
21716,17,Never,Asexual,Muslim,4,6,7,2,4,4,2,3,2,2,3
21717,21,Never,Hetero,Muslim,3,6,5,4,5,6,5,2,2,2,2
21718,30,Never,New Types,Muslim,6,6,3,2,7,4,5,3,1,1,1
21719,22,Never,Hetero,Muslim,6,6,3,3,6,3,3,4,3,3,3
21720,22,Previously,Hetero,Muslim,6,6,6,5,5,6,5,2,2,2,2
21721,18,Never,Hetero,Muslim,6,5,7,2,7,5,3,3,2,1,3
21722,25,Never,Asexual,Muslim,6,3,2,5,5,2,2,2,2,1,3
21723,18,Never,New Types,Muslim,5,6,5,6,7,2,6,2,1,1,3
